exception_id,created_at,portfolio_id,instrument_type,counterparty,exception_type,exception_description,amount_difference,currency,severity,status,owner_team,due_at,resolved_at,root_cause
EXC-000770,2026-08-07 09:23:00,PORT-1073,Cash,Summit Custody,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,50098.27,USD,High,Open,Client Reporting,2026-08-08 01:23:00,,Upstream data delivery delay
EXC-000771,2026-08-06 01:07:00,PORT-1083,Equity,Harbor Trade Services,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,20874.28,JPY,High,Resolved,Trade Support,2026-08-06 17:07:00,2026-08-06 03:08:33.600278366,Counterparty confirmation delay
EXC-000772,2026-08-07 12:03:00,PORT-1028,ETF,Northstar Clearing,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,27082.42,GBP,Low,Open,Fund Accounting,2026-08-10 12:03:00,,Ledger posting difference
EXC-000773,2026-08-06 01:13:00,PORT-1059,Derivative,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,55985.6,GBP,Medium,Open,Fund Accounting,2026-08-07 13:13:00,,Ledger posting difference
EXC-000774,2026-07-31 10:30:00,PORT-1030,Derivative,Harbor Trade Services,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,52325.02,GBP,Medium,Open,Reference Data Operations,2026-08-01 22:30:00,,Manual processing error
EXC-000775,2026-08-07 11:05:00,PORT-1078,ETF,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,57339.51,USD,High,Resolved,Reconciliation Operations,2026-08-08 03:05:00,2026-08-08 09:41:46.934359633,Position or cash mismatch
EXC-000776,2026-07-31 09:56:00,PORT-1035,FX,Summit Custody,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,51948.18,EUR,Medium,Resolved,Reference Data Operations,2026-08-01 21:56:00,2026-08-02 10:25:24.876553124,Security master attribute gap
EXC-000777,2026-08-06 11:54:00,PORT-1066,FX,Northstar Clearing,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,69099.96,EUR,Medium,Resolved,Client Reporting,2026-08-07 23:54:00,2026-08-06 22:03:50.977401006,Upstream data delivery delay
EXC-000778,2026-08-04 09:13:00,PORT-1043,Derivative,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,61450.12,EUR,Critical,Escalated,Reconciliation Operations,2026-08-04 15:13:00,,Position or cash mismatch
EXC-000779,2026-08-04 01:52:00,PORT-1027,Equity,Summit Custody,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,9176.8,USD,Critical,Escalated,Compliance Operations,2026-08-04 07:52:00,,Policy threshold review
EXC-000780,2026-08-08 02:05:00,PORT-1057,Cash,Aurora Securities,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,64465.24,EUR,Critical,In Progress,Reference Data Operations,2026-08-08 08:05:00,,Security master attribute gap
EXC-000781,2026-08-07 12:26:00,PORT-1062,Equity,Aurora Securities,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,189380.96,JPY,High,Resolved,Trade Support,2026-08-08 04:26:00,2026-08-08 11:05:01.477697830,Counterparty confirmation delay
EXC-000782,2026-08-06 07:02:00,PORT-1067,Derivative,Aurora Securities,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,26161.44,USD,High,Resolved,Settlement Operations,2026-08-06 23:02:00,2026-08-07 03:38:41.717178553,Settlement instruction or funding issue
EXC-000783,2026-08-08 17:51:00,PORT-1078,Equity,Meridian Markets,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,129891.39,JPY,High,Open,Pricing & Valuation,2026-08-09 09:51:00,,Market data variance
EXC-000784,2026-08-01 20:19:00,PORT-1067,Equity,Summit Custody,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,10268.54,USD,Low,Resolved,Client Reporting,2026-08-04 20:19:00,2026-08-04 11:03:01.239953253,Upstream data delivery delay
EXC-000785,2026-08-03 20:40:00,PORT-1084,Equity,Cedar Exchange,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,26075.44,USD,Medium,Resolved,Settlement Operations,2026-08-05 08:40:00,2026-08-04 14:29:34.981417414,Settlement instruction or funding issue
EXC-000786,2026-07-31 20:47:00,PORT-1042,Fixed Income,Northstar Clearing,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,13722.39,USD,High,Resolved,Pricing & Valuation,2026-08-01 12:47:00,2026-08-01 05:45:21.713447839,Market data variance
EXC-000787,2026-07-31 17:08:00,PORT-1050,Fixed Income,Aurora Securities,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,114483.08,GBP,High,Open,Reference Data Operations,2026-08-01 09:08:00,,Security master attribute gap
EXC-000788,2026-08-05 20:51:00,PORT-1048,Equity,Harbor Trade Services,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,150617.74,USD,Medium,In Progress,Trade Support,2026-08-07 08:51:00,,Data mapping variance
EXC-000789,2026-08-01 04:08:00,PORT-1057,Fixed Income,Northstar Clearing,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,24242.05,USD,Low,Resolved,Reference Data Operations,2026-08-04 04:08:00,2026-08-04 08:13:17.540843979,Security master attribute gap
EXC-000790,2026-08-08 17:48:00,PORT-1014,Fixed Income,Harbor Trade Services,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,92006.51,EUR,Medium,Open,Client Reporting,2026-08-10 05:48:00,,Upstream data delivery delay
EXC-000791,2026-08-05 01:17:00,PORT-1084,Derivative,Harbor Trade Services,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,152231.54,USD,Medium,Open,Trade Support,2026-08-06 13:17:00,,Counterparty confirmation delay
EXC-000792,2026-08-02 16:50:00,PORT-1052,Derivative,Northstar Clearing,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,25989.17,USD,Medium,In Progress,Pricing & Valuation,2026-08-04 04:50:00,,Market data variance
EXC-000793,2026-08-04 17:23:00,PORT-1055,FX,Cedar Exchange,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,30829.87,GBP,High,In Progress,Trade Support,2026-08-05 09:23:00,,Counterparty confirmation delay
EXC-000794,2026-08-01 23:25:00,PORT-1086,Equity,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,58121.8,EUR,High,Resolved,Reconciliation Operations,2026-08-02 15:25:00,2026-08-02 07:21:58.278856963,Position or cash mismatch
EXC-000795,2026-07-31 18:11:00,PORT-1046,Fixed Income,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,11107.05,GBP,High,Resolved,Reconciliation Operations,2026-08-01 10:11:00,2026-08-01 04:04:04.944985795,Manual processing error
EXC-000796,2026-08-05 03:16:00,PORT-1046,Cash,Summit Custody,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,30200.16,EUR,Medium,Escalated,Pricing & Valuation,2026-08-06 15:16:00,,Market data variance
EXC-000797,2026-08-06 14:57:00,PORT-1056,Equity,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,255231.55,JPY,Medium,In Progress,Reconciliation Operations,2026-08-08 02:57:00,,Data mapping variance
EXC-000798,2026-08-03 13:17:00,PORT-1092,Fixed Income,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,15914.5,USD,Medium,In Progress,Reconciliation Operations,2026-08-05 01:17:00,,Position or cash mismatch
EXC-000799,2026-07-31 16:12:00,PORT-1025,Cash,Northstar Clearing,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,65941.12,USD,Medium,Open,Compliance Operations,2026-08-02 04:12:00,,Policy threshold review
EXC-000800,2026-07-30 12:21:00,PORT-1016,Cash,Harbor Trade Services,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,46629.78,USD,Critical,Open,Compliance Operations,2026-07-30 18:21:00,,Policy threshold review
EXC-000801,2026-08-01 04:33:00,PORT-1011,Fixed Income,Meridian Markets,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,22652.96,USD,Critical,Resolved,Compliance Operations,2026-08-01 10:33:00,2026-08-01 13:48:54.348472655,Policy threshold review
EXC-000802,2026-08-06 21:42:00,PORT-1073,FX,Cedar Exchange,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,33953.18,EUR,Medium,Open,Trade Support,2026-08-08 09:42:00,,Counterparty confirmation delay
EXC-000803,2026-08-07 07:13:00,PORT-1002,Fixed Income,Harbor Trade Services,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,169439.45,EUR,Medium,Open,Settlement Operations,2026-08-08 19:13:00,,Settlement instruction or funding issue
EXC-000804,2026-08-03 15:19:00,PORT-1070,Derivative,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,48111.52,USD,Low,Resolved,Fund Accounting,2026-08-06 15:19:00,2026-08-07 08:17:58.225419583,Manual processing error
EXC-000805,2026-08-05 07:35:00,PORT-1087,Equity,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,56687.53,USD,Medium,Resolved,Reconciliation Operations,2026-08-06 19:35:00,2026-08-07 04:26:46.651170280,Manual processing error
EXC-000806,2026-08-03 05:46:00,PORT-1067,Equity,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,144481.31,EUR,Low,Open,Reconciliation Operations,2026-08-06 05:46:00,,Position or cash mismatch
EXC-000807,2026-07-31 02:33:00,PORT-1017,FX,Summit Custody,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,19853.17,JPY,Medium,Resolved,Client Reporting,2026-08-01 14:33:00,2026-08-02 11:31:22.721269663,Upstream data delivery delay
EXC-000808,2026-08-03 21:16:00,PORT-1065,Equity,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,8961.92,USD,Medium,In Progress,Reconciliation Operations,2026-08-05 09:16:00,,Position or cash mismatch
EXC-000809,2026-08-05 19:05:00,PORT-1044,FX,Harbor Trade Services,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,172260.78,USD,Medium,Resolved,Fund Accounting,2026-08-07 07:05:00,2026-08-05 23:43:20.884598722,Ledger posting difference
EXC-000810,2026-07-31 16:19:00,PORT-1003,Fixed Income,Meridian Markets,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,31049.81,USD,Critical,Resolved,Settlement Operations,2026-07-31 22:19:00,2026-07-31 19:16:51.768151779,Settlement instruction or funding issue
EXC-000811,2026-08-04 23:01:00,PORT-1020,Derivative,Meridian Markets,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,68753.36,USD,Critical,Escalated,Reconciliation Operations,2026-08-05 05:01:00,,Position or cash mismatch
EXC-000812,2026-08-03 07:17:00,PORT-1073,Derivative,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,12082.99,USD,Medium,Open,Reconciliation Operations,2026-08-04 19:17:00,,Data mapping variance
EXC-000813,2026-08-08 00:26:00,PORT-1055,Fixed Income,Northstar Clearing,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,40455.29,USD,High,In Progress,Settlement Operations,2026-08-08 16:26:00,,Settlement instruction or funding issue
EXC-000814,2026-08-04 06:56:00,PORT-1049,Derivative,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,8503.39,EUR,Medium,Resolved,Fund Accounting,2026-08-05 18:56:00,2026-08-05 23:29:40.341167490,Ledger posting difference
EXC-000815,2026-08-05 01:28:00,PORT-1077,Fixed Income,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,28765.35,USD,High,In Progress,Reconciliation Operations,2026-08-05 17:28:00,,Position or cash mismatch
EXC-000816,2026-08-08 02:48:00,PORT-1052,Fixed Income,Northstar Clearing,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,13625.26,USD,High,Resolved,Settlement Operations,2026-08-08 18:48:00,2026-08-08 15:26:55.993742812,Settlement instruction or funding issue
EXC-000817,2026-08-07 05:41:00,PORT-1095,Equity,Summit Custody,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,10704.97,USD,Medium,Resolved,Settlement Operations,2026-08-08 17:41:00,2026-08-07 16:12:59.867555271,Settlement instruction or funding issue
EXC-000818,2026-08-02 07:38:00,PORT-1005,Derivative,Northstar Clearing,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,19569.38,JPY,High,In Progress,Fund Accounting,2026-08-02 23:38:00,,Ledger posting difference
EXC-000819,2026-08-07 12:28:00,PORT-1029,Derivative,Harbor Trade Services,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,2421.01,USD,Medium,Open,Client Reporting,2026-08-09 00:28:00,,Upstream data delivery delay
EXC-000820,2026-08-08 01:19:00,PORT-1019,Cash,Meridian Markets,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,7959.35,USD,High,Open,Trade Support,2026-08-08 17:19:00,,Counterparty confirmation delay
EXC-000821,2026-08-08 19:11:00,PORT-1041,Derivative,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,61177.51,USD,Medium,In Progress,Reconciliation Operations,2026-08-10 07:11:00,,Position or cash mismatch
EXC-000822,2026-08-09 01:50:00,PORT-1090,Cash,Harbor Trade Services,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,38756.34,EUR,Low,Resolved,Fund Accounting,2026-08-12 01:50:00,2026-08-13 00:32:02.530287555,Ledger posting difference
EXC-000823,2026-08-04 23:37:00,PORT-1041,Equity,Aurora Securities,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,8708.93,GBP,Critical,Escalated,Trade Support,2026-08-05 05:37:00,,Counterparty confirmation delay
EXC-000824,2026-08-04 10:40:00,PORT-1031,Cash,Harbor Trade Services,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,47823.25,USD,High,Open,Client Reporting,2026-08-05 02:40:00,,Upstream data delivery delay
EXC-000825,2026-08-03 02:43:00,PORT-1009,ETF,Harbor Trade Services,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,10698.69,USD,Medium,Resolved,Reference Data Operations,2026-08-04 14:43:00,2026-08-03 09:37:45.918637640,Late file delivery
EXC-000826,2026-08-03 15:08:00,PORT-1039,Fixed Income,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,57415.07,USD,Critical,Open,Reconciliation Operations,2026-08-03 21:08:00,,Position or cash mismatch
EXC-000827,2026-08-04 00:05:00,PORT-1023,ETF,Meridian Markets,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,23827.1,EUR,Medium,Resolved,Fund Accounting,2026-08-05 12:05:00,2026-08-05 10:21:31.149333829,Ledger posting difference
EXC-000828,2026-07-30 09:22:00,PORT-1019,Fixed Income,Northstar Clearing,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,19122.5,JPY,Medium,Open,Trade Support,2026-07-31 21:22:00,,Counterparty confirmation delay
EXC-000829,2026-08-06 21:08:00,PORT-1014,Fixed Income,Summit Custody,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,24449.94,USD,High,Resolved,Reference Data Operations,2026-08-07 13:08:00,2026-08-07 12:49:20.856610178,Security master attribute gap
EXC-000830,2026-08-02 06:17:00,PORT-1062,Equity,Meridian Markets,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,395341.36,USD,Medium,Open,Trade Support,2026-08-03 18:17:00,,Counterparty confirmation delay
EXC-000831,2026-08-08 12:30:00,PORT-1070,Equity,Harbor Trade Services,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,12127.83,GBP,Medium,Open,Client Reporting,2026-08-10 00:30:00,,Upstream data delivery delay
EXC-000832,2026-07-31 21:21:00,PORT-1073,Fixed Income,Meridian Markets,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,34128.45,EUR,High,Resolved,Fund Accounting,2026-08-01 13:21:00,2026-08-01 14:50:17.999174647,Ledger posting difference
EXC-000833,2026-08-05 17:05:00,PORT-1006,Derivative,Meridian Markets,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,61110.39,USD,Low,In Progress,Pricing & Valuation,2026-08-08 17:05:00,,Market data variance
EXC-000834,2026-08-05 20:33:00,PORT-1091,FX,Harbor Trade Services,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,9793.42,USD,Medium,In Progress,Client Reporting,2026-08-07 08:33:00,,Upstream data delivery delay
EXC-000835,2026-08-07 23:29:00,PORT-1050,ETF,Cedar Exchange,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,5044.38,USD,Medium,In Progress,Compliance Operations,2026-08-09 11:29:00,,Policy threshold review
EXC-000836,2026-08-04 06:04:00,PORT-1056,Fixed Income,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,14311.9,GBP,High,Escalated,Fund Accounting,2026-08-04 22:04:00,,Ledger posting difference
EXC-000837,2026-08-05 08:59:00,PORT-1086,Fixed Income,Aurora Securities,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,59720.84,EUR,Critical,In Progress,Compliance Operations,2026-08-05 14:59:00,,Policy threshold review
EXC-000838,2026-07-30 14:55:00,PORT-1028,Equity,Northstar Clearing,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,18786.55,EUR,Critical,Resolved,Settlement Operations,2026-07-30 20:55:00,2026-07-30 18:32:02.818052350,Settlement instruction or funding issue
EXC-000839,2026-08-07 13:37:00,PORT-1050,Derivative,Harbor Trade Services,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,21106.55,GBP,High,Resolved,Pricing & Valuation,2026-08-08 05:37:00,2026-08-07 16:06:51.903748877,Market data variance
EXC-000840,2026-08-05 03:40:00,PORT-1007,Equity,Cedar Exchange,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,70004.03,USD,Low,Resolved,Fund Accounting,2026-08-08 03:40:00,2026-08-09 14:14:13.435660732,Ledger posting difference
EXC-000841,2026-07-31 07:55:00,PORT-1049,FX,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,11537.29,USD,Medium,In Progress,Reconciliation Operations,2026-08-01 19:55:00,,Position or cash mismatch
EXC-000842,2026-08-01 07:04:00,PORT-1027,Derivative,Harbor Trade Services,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,24509.28,USD,High,Resolved,Reference Data Operations,2026-08-01 23:04:00,2026-08-02 07:44:00.960158642,Security master attribute gap
EXC-000843,2026-08-01 17:04:00,PORT-1018,ETF,Aurora Securities,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,5488.81,GBP,High,Open,Fund Accounting,2026-08-02 09:04:00,,Manual processing error
EXC-000844,2026-08-04 01:48:00,PORT-1061,Derivative,Harbor Trade Services,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,37675.11,EUR,Low,Resolved,Pricing & Valuation,2026-08-07 01:48:00,2026-08-06 15:32:09.161360706,Market data variance
EXC-000845,2026-07-31 14:36:00,PORT-1013,Fixed Income,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,34234.27,USD,High,In Progress,Reconciliation Operations,2026-08-01 06:36:00,,Position or cash mismatch
EXC-000846,2026-08-07 03:22:00,PORT-1096,Derivative,Harbor Trade Services,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,62026.26,USD,High,Resolved,Settlement Operations,2026-08-07 19:22:00,2026-08-07 05:47:30.993071620,Settlement instruction or funding issue
EXC-000847,2026-08-01 05:40:00,PORT-1023,FX,Summit Custody,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,8082.7,EUR,Medium,Resolved,Pricing & Valuation,2026-08-02 17:40:00,2026-08-02 17:58:51.780618387,Market data variance
EXC-000848,2026-08-03 12:58:00,PORT-1008,Derivative,Aurora Securities,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,21993.85,EUR,High,Open,Client Reporting,2026-08-04 04:58:00,,Upstream data delivery delay
EXC-000849,2026-08-05 21:18:00,PORT-1044,FX,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,7027.64,EUR,High,Open,Reconciliation Operations,2026-08-06 13:18:00,,Position or cash mismatch
EXC-000850,2026-08-07 04:21:00,PORT-1039,Derivative,Cedar Exchange,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,20776.71,USD,Critical,In Progress,Settlement Operations,2026-08-07 10:21:00,,Settlement instruction or funding issue
EXC-000851,2026-08-04 03:06:00,PORT-1065,Cash,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,127500.74,JPY,Medium,Resolved,Reconciliation Operations,2026-08-05 15:06:00,2026-08-05 00:49:17.098426537,Position or cash mismatch
EXC-000852,2026-08-09 08:12:00,PORT-1066,Fixed Income,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,19210.45,EUR,High,Open,Reconciliation Operations,2026-08-10 00:12:00,,Position or cash mismatch
EXC-000853,2026-08-02 05:20:00,PORT-1059,Derivative,Summit Custody,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,6411.09,EUR,Critical,Resolved,Reference Data Operations,2026-08-02 11:20:00,2026-08-02 07:43:42.783343200,Security master attribute gap
EXC-000854,2026-08-07 00:09:00,PORT-1057,Derivative,Meridian Markets,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,13175.66,EUR,Medium,In Progress,Settlement Operations,2026-08-08 12:09:00,,Settlement instruction or funding issue
EXC-000855,2026-08-05 10:36:00,PORT-1077,Fixed Income,Cedar Exchange,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,4956.73,JPY,High,Escalated,Trade Support,2026-08-06 02:36:00,,Counterparty confirmation delay
EXC-000856,2026-08-07 09:43:00,PORT-1064,Cash,Meridian Markets,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,6901.12,JPY,High,In Progress,Pricing & Valuation,2026-08-08 01:43:00,,Market data variance
EXC-000857,2026-08-04 17:14:00,PORT-1014,Fixed Income,Meridian Markets,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,54422.68,EUR,High,Open,Compliance Operations,2026-08-05 09:14:00,,Policy threshold review
EXC-000858,2026-08-05 14:46:00,PORT-1046,ETF,Summit Custody,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,5892.31,USD,Critical,In Progress,Reference Data Operations,2026-08-05 20:46:00,,Security master attribute gap
EXC-000859,2026-08-07 10:59:00,PORT-1068,Equity,Meridian Markets,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,37344.65,USD,Low,Resolved,Pricing & Valuation,2026-08-10 10:59:00,2026-08-08 14:14:06.568657032,Market data variance
EXC-000860,2026-07-31 10:42:00,PORT-1027,Equity,Aurora Securities,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,27640.29,GBP,Low,In Progress,Fund Accounting,2026-08-03 10:42:00,,Ledger posting difference
EXC-000861,2026-08-01 18:12:00,PORT-1085,Derivative,Summit Custody,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,15396.5,EUR,Critical,Escalated,Compliance Operations,2026-08-02 00:12:00,,Policy threshold review
EXC-000862,2026-08-05 11:23:00,PORT-1048,Fixed Income,Meridian Markets,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,34156.82,USD,Medium,In Progress,Compliance Operations,2026-08-06 23:23:00,,Manual processing error
EXC-000863,2026-08-08 19:08:00,PORT-1032,Fixed Income,Harbor Trade Services,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,10051.28,USD,Medium,Resolved,Reference Data Operations,2026-08-10 07:08:00,2026-08-09 09:19:36.202752783,Security master attribute gap
EXC-000864,2026-07-31 21:27:00,PORT-1038,Equity,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,65048.38,JPY,High,Escalated,Fund Accounting,2026-08-01 13:27:00,,Ledger posting difference
EXC-000865,2026-08-02 08:53:00,PORT-1061,Fixed Income,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,12922.73,GBP,Critical,Escalated,Reconciliation Operations,2026-08-02 14:53:00,,Position or cash mismatch
EXC-000866,2026-08-03 19:23:00,PORT-1070,Derivative,Meridian Markets,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,17931.51,JPY,Critical,Open,Settlement Operations,2026-08-04 01:23:00,,Data mapping variance
EXC-000867,2026-08-03 06:28:00,PORT-1026,Derivative,Harbor Trade Services,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,15825.56,USD,High,In Progress,Reference Data Operations,2026-08-03 22:28:00,,Late file delivery
EXC-000868,2026-08-09 06:37:00,PORT-1017,Equity,Meridian Markets,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,55489.4,GBP,Low,In Progress,Reference Data Operations,2026-08-12 06:37:00,,Security master attribute gap
EXC-000869,2026-08-04 14:54:00,PORT-1009,ETF,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,47651.34,GBP,Medium,Escalated,Reconciliation Operations,2026-08-06 02:54:00,,Position or cash mismatch
EXC-000870,2026-08-07 10:42:00,PORT-1049,Fixed Income,Northstar Clearing,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,1715.08,USD,Low,In Progress,Trade Support,2026-08-10 10:42:00,,Late file delivery
EXC-000871,2026-08-02 20:15:00,PORT-1091,FX,Northstar Clearing,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,35135.07,USD,Medium,Resolved,Compliance Operations,2026-08-04 08:15:00,2026-08-03 18:47:33.800322870,Late file delivery
EXC-000872,2026-07-31 00:51:00,PORT-1094,Fixed Income,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,4307.78,JPY,Medium,Escalated,Reconciliation Operations,2026-08-01 12:51:00,,Data mapping variance
EXC-000873,2026-08-04 00:32:00,PORT-1055,Fixed Income,Meridian Markets,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,18800.0,USD,High,Resolved,Settlement Operations,2026-08-04 16:32:00,2026-08-04 09:19:22.498368563,Settlement instruction or funding issue
EXC-000874,2026-08-03 07:00:00,PORT-1053,Fixed Income,Harbor Trade Services,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,24014.6,EUR,Medium,Open,Pricing & Valuation,2026-08-04 19:00:00,,Market data variance
EXC-000875,2026-08-02 16:24:00,PORT-1050,ETF,Cedar Exchange,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,18589.25,EUR,Medium,Resolved,Compliance Operations,2026-08-04 04:24:00,2026-08-04 18:47:25.007177478,Policy threshold review
EXC-000876,2026-07-31 00:41:00,PORT-1024,Fixed Income,Aurora Securities,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,45517.87,EUR,Critical,In Progress,Settlement Operations,2026-07-31 06:41:00,,Settlement instruction or funding issue
EXC-000877,2026-08-08 22:43:00,PORT-1041,Fixed Income,Meridian Markets,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,57301.4,USD,Low,In Progress,Pricing & Valuation,2026-08-11 22:43:00,,Market data variance
