ticket_id,created_at,business_unit,process_area,issue_description,issue_category,priority,status,assigned_team,sla_hours,resolution_hours,manually_estimated_minutes,ai_estimated_minutes,human_review_decision
OPS-00062,2025-06-05 21:48:05,Investment Operations,Client Request,A manual override was requested for portfolio HORIZON after an automated client request validation failed.,Manual Override,High,Escalated,Client Service Team,24,,28,14,Pending
OPS-01218,2025-06-06 01:00:18,Investment Operations,Data Quality,Independent price verification found an unusual security identifier variance for fund RIVER.,Pricing Discrepancy,High,Open,Data Quality Team,24,,47,27,Rejected
OPS-00718,2025-06-06 11:50:44,Compliance Operations,Compliance Review,Analyst requested an approved manual adjustment to security identifier for fund RIVER.,Manual Override,High,Open,Compliance Review Team,24,,30,18,Accepted
OPS-00317,2025-06-06 23:01:57,Client Reporting,Client Request,Report delivery is at risk after a late upstream data refresh for portfolio ALPHA.,Report Delay,Low,Open,Client Service Team,68,,10,4,Accepted
OPS-01204,2025-06-07 00:19:46,Client Reporting,Client Request,Validation found a discrepancy in benchmark values between source records and the operational report for portfolio ALPHA.,Data Mismatch,Critical,Escalated,Client Service Team,8,8.3,48,29,Adjusted
OPS-00396,2025-06-07 05:50:06,Data Operations,Data Quality,Data Quality data mismatch detected between trade feed and custodian record for portfolio HORIZON.,Data Mismatch,High,Open,Data Quality Team,24,,34,21,Adjusted
OPS-00907,2025-06-07 08:46:03,Investment Operations,Trade Settlement,Trade Settlement data mismatch detected between source system and accounting report for portfolio HORIZON.,Data Mismatch,Medium,Resolved,Settlement Operations Team,44,29.7,10,4,Accepted
OPS-00111,2025-06-07 12:06:23,Investment Operations,Trade Settlement,Validation found a discrepancy in reference data values between source records and the operational report for mandate NOVA.,Data Mismatch,Medium,Resolved,Settlement Operations Team,48,43.1,8,3,Accepted
OPS-00341,2025-06-07 17:06:43,Data Operations,Data Quality,"Required valuation was not received for fund ORION, blocking data quality processing.",Missing Data,Medium,Open,Data Quality Team,44,,19,12,Pending
OPS-00926,2025-06-08 16:08:35,Client Reporting,Client Request,Report delivery is at risk after a late upstream data refresh for portfolio ALPHA.,Report Delay,Medium,Resolved,Client Service Team,48,21.8,22,13,Accepted
OPS-00476,2025-06-08 16:48:58,Investment Operations,Client Request,Client Request data mismatch detected between source system and accounting report for mandate NOVA.,Data Mismatch,Medium,Resolved,Client Service Team,48,12.0,12,6,Accepted
OPS-00350,2025-06-08 22:03:59,Data Operations,Pricing Issue,Pricing discrepancy detected for fund RIVER between source system and accounting report.,Pricing Discrepancy,High,Open,Pricing Control Team,20,,41,18,Accepted
OPS-01193,2025-06-09 14:50:30,Client Reporting,Reporting,Validation found a discrepancy in account balance values between source records and the operational report for portfolio HORIZON.,Data Mismatch,Critical,Resolved,Client Reporting Team,4,6.6,41,25,Adjusted
OPS-01070,2025-06-09 16:24:47,Investment Operations,Trade Settlement,Trade Settlement data mismatch detected between pricing feed and control file for account S-204.,Data Mismatch,High,Open,Settlement Operations Team,24,,31,12,Pending
OPS-00672,2025-06-09 21:45:22,Data Operations,Pricing Issue,Pricing discrepancy detected for fund ORION between source system and accounting report.,Pricing Discrepancy,Medium,Escalated,Pricing Control Team,48,,29,15,Accepted
OPS-00828,2025-06-10 01:51:15,Client Reporting,Client Request,Client reporting package for account S-204 is delayed due to missing benchmark data.,Report Delay,Medium,Resolved,Client Service Team,48,38.9,15,8,Adjusted
OPS-01165,2025-06-10 08:12:49,Investment Operations,Pricing Issue,Independent price verification found an unusual security identifier variance for fund RIVER.,Pricing Discrepancy,High,Resolved,Pricing Control Team,24,45.3,52,22,Adjusted
OPS-00329,2025-06-10 13:06:53,Client Reporting,Reporting,Reporting workflow is waiting for missing account balance data for portfolio HORIZON.,Missing Data,Medium,In Review,Client Reporting Team,44,,24,8,Adjusted
OPS-00841,2025-06-10 21:06:58,Risk Operations,Compliance Review,Compliance Review identified a policy exception involving security identifier; human approval is required for portfolio ALPHA.,Policy Exception,High,Open,Compliance Review Team,20,,40,17,Pending
OPS-01073,2025-06-11 02:10:26,Client Reporting,Reporting,Report delivery is at risk after a late upstream data refresh for portfolio HORIZON.,Report Delay,Medium,Escalated,Client Reporting Team,44,,15,5,Accepted
OPS-01107,2025-06-11 02:20:28,Data Operations,Reconciliation,mandate NOVA has inconsistent security identifier information requiring comparison across input files.,Data Mismatch,Medium,Resolved,Reconciliation Team,52,46.6,14,5,Rejected
OPS-00824,2025-06-11 04:02:18,Investment Operations,Reconciliation,Reconciliation failed after a difference was detected between source system and accounting report for mandate NOVA.,Failed Reconciliation,High,Resolved,Reconciliation Team,20,35.5,41,15,Rejected
OPS-00553,2025-06-11 04:36:56,Investment Operations,Trade Settlement,Trade settlement is delayed because counterparty confirmation for fund RIVER has not arrived.,Late Confirmation,Medium,Resolved,Settlement Operations Team,48,96.6,33,14,Accepted
OPS-00041,2025-06-11 13:51:07,Accounting Operations,Accounting Exception,Accounting Exception failed after a difference was detected between pricing feed and control file for account S-204.,Failed Reconciliation,Medium,Escalated,Accounting Control Team,48,,19,10,Accepted
OPS-00294,2025-06-11 19:31:08,Investment Operations,Compliance Review,"Required counterparty confirmation was not received for mandate NOVA, blocking compliance review processing.",Missing Data,High,Resolved,Compliance Review Team,20,18.8,27,13,Accepted
OPS-01093,2025-06-11 23:56:06,Risk Operations,Accounting Exception,Validation found a discrepancy in security identifier values between source records and the operational report for portfolio HORIZON.,Data Mismatch,High,In Review,Accounting Control Team,24,,33,14,Pending
OPS-00685,2025-06-12 01:35:52,Investment Operations,Client Request,Exception workflow needs a reviewed override for fund ORION before processing can continue.,Manual Override,Critical,Escalated,Client Service Team,8,,43,26,Rejected
OPS-00369,2025-06-12 08:45:40,Investment Operations,Trade Settlement,"Required benchmark was not received for portfolio HORIZON, blocking trade settlement processing.",Missing Data,High,In Review,Settlement Operations Team,24,,20,10,Accepted
OPS-00121,2025-06-12 10:20:26,Data Operations,Reconciliation,portfolio ALPHA has inconsistent benchmark information requiring comparison across input files.,Data Mismatch,Medium,Resolved,Reconciliation Team,48,99.2,22,8,Accepted
OPS-00386,2025-06-12 18:41:17,Risk Operations,Pricing Issue,Analyst identified incomplete account balance information in the pricing issue queue for portfolio HORIZON.,Missing Data,Low,Resolved,Pricing Control Team,72,42.1,5,3,Adjusted
OPS-00397,2025-06-13 00:11:13,Client Reporting,Reporting,Client reporting package for mandate NOVA is delayed due to missing benchmark data.,Report Delay,Low,Resolved,Client Reporting Team,72,28.9,14,7,Adjusted
OPS-01049,2025-06-13 09:47:13,Compliance Operations,Compliance Review,Compliance Review identified a policy exception involving benchmark; human approval is required for portfolio ALPHA.,Policy Exception,Critical,Escalated,Compliance Review Team,12,,56,34,Accepted
OPS-00753,2025-06-13 15:39:09,Data Operations,Pricing Issue,Validation found a discrepancy in account balance values between source records and the operational report for portfolio ALPHA.,Data Mismatch,High,Open,Pricing Control Team,24,,33,19,Pending
OPS-00103,2025-06-13 18:52:13,Data Operations,Client Request,Client reporting package for mandate NOVA is delayed due to missing benchmark data.,Report Delay,Low,Resolved,Client Service Team,68,58.7,17,10,Accepted
OPS-00773,2025-06-13 18:58:28,Compliance Operations,Compliance Review,Control check flagged fund RIVER outside the configured policy threshold and needs documented review.,Policy Exception,High,Open,Compliance Review Team,24,,44,26,Pending
OPS-01227,2025-06-14 01:45:07,Client Reporting,Client Request,Client Request workflow is waiting for missing security identifier data for fund RIVER.,Missing Data,Medium,In Review,Client Service Team,52,,15,9,Pending
OPS-00538,2025-06-14 10:08:41,Accounting Operations,Accounting Exception,Unresolved reconciliation break in account balance requires source-system comparison for account S-204.,Failed Reconciliation,High,In Review,Accounting Control Team,28,,38,14,Pending
OPS-00267,2025-06-14 17:22:42,Investment Operations,Pricing Issue,Pricing discrepancy detected for fund ORION between source system and accounting report.,Pricing Discrepancy,High,Resolved,Pricing Control Team,20,7.2,37,15,Accepted
OPS-00570,2025-06-14 19:45:50,Investment Operations,Reconciliation,Validation found a discrepancy in counterparty confirmation values between source records and the operational report for fund RIVER.,Data Mismatch,Medium,Resolved,Reconciliation Team,52,15.2,18,9,Adjusted
OPS-00858,2025-06-15 16:42:46,Investment Operations,Trade Settlement,Trade Settlement data mismatch detected between pricing feed and control file for portfolio ALPHA.,Data Mismatch,Low,Resolved,Settlement Operations Team,72,37.9,5,2,Accepted
OPS-00744,2025-06-15 22:41:55,Investment Operations,Data Quality,"Required counterparty confirmation was not received for account S-204, blocking data quality processing.",Missing Data,Medium,Resolved,Data Quality Team,52,45.4,21,9,Rejected
OPS-00613,2025-06-17 11:28:30,Investment Operations,Pricing Issue,"Required reference data was not received for portfolio ALPHA, blocking pricing issue processing.",Missing Data,Critical,In Review,Pricing Control Team,12,,54,22,Pending
OPS-00974,2025-06-17 23:57:49,Accounting Operations,Accounting Exception,Analyst identified incomplete account balance information in the accounting exception queue for mandate NOVA.,Missing Data,Low,Resolved,Accounting Control Team,76,35.3,10,6,Accepted
OPS-00539,2025-06-18 09:07:33,Investment Operations,Client Request,Client Request workflow is waiting for missing account balance data for portfolio HORIZON.,Missing Data,Low,Open,Client Service Team,76,,15,7,Pending
OPS-00784,2025-06-18 20:51:49,Investment Operations,Trade Settlement,Trade settlement is delayed because counterparty confirmation for portfolio ALPHA has not arrived.,Late Confirmation,Medium,Resolved,Settlement Operations Team,48,19.7,13,4,Accepted
OPS-01189,2025-06-19 06:55:58,Investment Operations,Reconciliation,NAV reconciliation difference detected between source data and the accounting report for account S-204.,Failed Reconciliation,Critical,Open,Reconciliation Team,4,,55,24,Pending
OPS-00713,2025-06-19 08:42:00,Data Operations,Trade Settlement,"Confirmation status remains pending for account S-204, delaying the settlement workflow.",Late Confirmation,Medium,In Review,Settlement Operations Team,48,,17,6,Accepted
OPS-00675,2025-06-19 09:31:24,Accounting Operations,Accounting Exception,Accounting Exception data mismatch detected between pricing feed and control file for fund ORION.,Data Mismatch,Medium,Resolved,Accounting Control Team,48,59.7,15,8,Accepted
OPS-00227,2025-06-19 12:09:29,Client Reporting,Reporting,Validation found a discrepancy in benchmark values between source records and the operational report for fund RIVER.,Data Mismatch,Medium,Resolved,Client Reporting Team,48,39.7,13,7,Adjusted
OPS-00497,2025-06-19 17:23:54,Accounting Operations,Accounting Exception,Exception workflow needs a reviewed override for portfolio HORIZON before processing can continue.,Manual Override,Critical,Escalated,Accounting Control Team,4,,40,22,Adjusted
OPS-01249,2025-06-20 06:07:44,Client Reporting,Client Request,Client Request workflow is waiting for missing valuation data for portfolio ALPHA.,Missing Data,High,In Review,Client Service Team,20,,34,18,Accepted
OPS-00779,2025-06-20 08:23:26,Investment Operations,Reconciliation,Reconciliation workflow is waiting for missing security identifier data for portfolio HORIZON.,Missing Data,Low,Resolved,Reconciliation Team,72,23.9,12,4,Accepted
OPS-01191,2025-06-20 19:58:38,Accounting Operations,Accounting Exception,NAV reconciliation difference detected between source data and the accounting report for portfolio HORIZON.,Failed Reconciliation,Critical,Escalated,Accounting Control Team,12,,59,22,Accepted
OPS-00362,2025-06-20 23:30:47,Client Reporting,Client Request,Client Request workflow is waiting for missing counterparty confirmation data for portfolio HORIZON.,Missing Data,Low,Resolved,Client Service Team,72,52.2,13,8,Accepted
OPS-00085,2025-06-21 02:19:53,Risk Operations,Accounting Exception,mandate NOVA has inconsistent security identifier information requiring comparison across input files.,Data Mismatch,High,Resolved,Accounting Control Team,24,48.4,25,8,Accepted
OPS-00296,2025-06-22 00:42:06,Investment Operations,Compliance Review,Compliance Review identified a policy exception involving counterparty confirmation; human approval is required for account S-204.,Policy Exception,Critical,Escalated,Compliance Review Team,4,,55,31,Pending
OPS-00555,2025-06-22 07:03:40,Data Operations,Data Quality,fund ORION has inconsistent valuation information requiring comparison across input files.,Data Mismatch,Medium,Resolved,Data Quality Team,48,29.2,22,9,Adjusted
OPS-00711,2025-06-22 11:06:02,Investment Operations,Data Quality,Data Quality workflow is waiting for missing security identifier data for fund ORION.,Missing Data,High,In Review,Data Quality Team,24,,25,11,Accepted
OPS-00014,2025-06-22 19:46:01,Investment Operations,Trade Settlement,"Confirmation status remains pending for fund RIVER, delaying the settlement workflow.",Late Confirmation,Critical,Resolved,Settlement Operations Team,8,11.2,42,19,Accepted
OPS-01108,2025-06-22 21:11:32,Investment Operations,Trade Settlement,Analyst identified incomplete valuation information in the trade settlement queue for account S-204.,Missing Data,Medium,Resolved,Settlement Operations Team,48,45.3,19,8,Accepted
OPS-00106,2025-06-23 01:14:52,Investment Operations,Trade Settlement,Analyst requested an approved manual adjustment to benchmark for fund ORION.,Manual Override,Low,Resolved,Settlement Operations Team,72,42.0,8,3,Accepted
OPS-00436,2025-06-23 07:05:43,Investment Operations,Trade Settlement,Trade Settlement workflow is waiting for missing account balance data for fund RIVER.,Missing Data,Medium,Resolved,Settlement Operations Team,48,29.0,8,3,Accepted
OPS-00592,2025-06-23 07:21:06,Risk Operations,Trade Settlement,Exception workflow needs a reviewed override for portfolio HORIZON before processing can continue.,Manual Override,Medium,In Review,Settlement Operations Team,52,,8,4,Accepted
OPS-00177,2025-06-23 07:55:15,Client Reporting,Reporting,Reporting data mismatch detected between trade feed and custodian record for account S-204.,Data Mismatch,Medium,Escalated,Client Reporting Team,48,36.3,25,10,Accepted
OPS-00618,2025-06-23 19:08:58,Client Reporting,Client Request,Report delivery is at risk after a late upstream data refresh for portfolio ALPHA.,Report Delay,Low,Resolved,Client Service Team,72,34.4,6,3,Accepted
OPS-01069,2025-06-23 20:45:13,Accounting Operations,Reconciliation,Unresolved reconciliation break in security identifier requires source-system comparison for portfolio HORIZON.,Failed Reconciliation,Low,Resolved,Reconciliation Team,72,50.9,13,8,Accepted
OPS-00573,2025-06-24 02:29:22,Accounting Operations,Reconciliation,"Required security identifier was not received for portfolio HORIZON, blocking reconciliation processing.",Missing Data,High,Resolved,Reconciliation Team,28,54.2,45,19,Accepted
OPS-00505,2025-06-24 09:26:54,Compliance Operations,Compliance Review,Potential compliance threshold exception for fund ORION requires analyst review before approval.,Policy Exception,Medium,Open,Compliance Review Team,44,,32,12,Accepted
OPS-00580,2025-06-25 08:02:15,Data Operations,Data Quality,account S-204 has inconsistent counterparty confirmation information requiring comparison across input files.,Data Mismatch,Medium,Open,Data Quality Team,48,,20,11,Adjusted
OPS-00449,2025-06-25 09:18:00,Investment Operations,Trade Settlement,Trade Settlement workflow is waiting for missing counterparty confirmation data for fund ORION.,Missing Data,Low,Open,Settlement Operations Team,72,,15,5,Pending
OPS-01201,2025-06-26 01:44:16,Risk Operations,Pricing Issue,Pricing Issue data mismatch detected between source system and accounting report for portfolio HORIZON.,Data Mismatch,Medium,Resolved,Pricing Control Team,52,42.0,17,7,Accepted
OPS-01114,2025-06-26 04:22:16,Client Reporting,Client Request,Scheduled client request output has not completed because valuation is still pending for account S-204.,Report Delay,High,Resolved,Client Service Team,24,15.7,34,15,Adjusted
OPS-00302,2025-06-26 22:09:22,Accounting Operations,Accounting Exception,Exception workflow needs a reviewed override for portfolio ALPHA before processing can continue.,Manual Override,Medium,Resolved,Accounting Control Team,48,15.6,16,9,Accepted
OPS-00584,2025-06-27 21:31:11,Investment Operations,Data Quality,Data Quality workflow is waiting for missing security identifier data for fund ORION.,Missing Data,Medium,Resolved,Data Quality Team,48,38.0,15,7,Accepted
OPS-00258,2025-06-28 07:29:28,Investment Operations,Trade Settlement,Validation found a discrepancy in valuation values between source records and the operational report for mandate NOVA.,Data Mismatch,Low,Open,Settlement Operations Team,68,,10,4,Adjusted
OPS-00959,2025-06-29 02:42:05,Accounting Operations,Accounting Exception,Accounting Exception data mismatch detected between trade feed and custodian record for fund RIVER.,Data Mismatch,Low,Resolved,Accounting Control Team,72,50.6,5,2,Accepted
OPS-00684,2025-06-29 04:33:36,Client Reporting,Reporting,fund ORION has inconsistent counterparty confirmation information requiring comparison across input files.,Data Mismatch,High,Open,Client Reporting Team,20,,25,13,Pending
OPS-00939,2025-06-29 12:52:10,Data Operations,Client Request,Analyst requested an approved manual adjustment to valuation for portfolio ALPHA.,Manual Override,High,Resolved,Client Service Team,20,8.1,28,17,Accepted
OPS-00772,2025-06-30 08:37:34,Data Operations,Client Request,Scheduled client request output has not completed because counterparty confirmation is still pending for portfolio HORIZON.,Report Delay,High,Resolved,Client Service Team,24,16.8,23,9,Accepted
OPS-00225,2025-06-30 09:42:56,Investment Operations,Pricing Issue,fund RIVER has inconsistent account balance information requiring comparison across input files.,Data Mismatch,High,In Review,Pricing Control Team,20,,35,20,Adjusted
OPS-01035,2025-06-30 23:15:57,Investment Operations,Pricing Issue,Pricing discrepancy detected for fund ORION between pricing feed and control file.,Pricing Discrepancy,Low,Resolved,Pricing Control Team,72,39.7,25,9,Accepted
OPS-00987,2025-07-01 06:40:53,Client Reporting,Reporting,Validation found a discrepancy in account balance values between source records and the operational report for account S-204.,Data Mismatch,Medium,Escalated,Client Reporting Team,44,,11,4,Pending
OPS-00059,2025-07-01 08:59:21,Data Operations,Pricing Issue,Validation found a discrepancy in reference data values between source records and the operational report for mandate NOVA.,Data Mismatch,Medium,Resolved,Pricing Control Team,48,68.8,12,5,Accepted
OPS-00533,2025-07-01 21:19:00,Client Reporting,Client Request,Analyst identified incomplete account balance information in the client request queue for account S-204.,Missing Data,Critical,In Review,Client Service Team,8,,48,18,Pending
OPS-00215,2025-07-01 23:44:10,Data Operations,Pricing Issue,Pricing discrepancy detected for fund RIVER between pricing feed and control file.,Pricing Discrepancy,Medium,Resolved,Pricing Control Team,48,84.8,30,17,Accepted
OPS-00421,2025-07-02 01:44:28,Client Reporting,Reporting,Report delivery is at risk after a late upstream data refresh for portfolio ALPHA.,Report Delay,High,Resolved,Client Reporting Team,24,9.0,31,17,Accepted
OPS-00409,2025-07-03 02:33:27,Risk Operations,Accounting Exception,Accounting Exception failed after a difference was detected between pricing feed and control file for mandate NOVA.,Failed Reconciliation,Medium,Escalated,Accounting Control Team,48,,22,10,Pending
OPS-00500,2025-07-04 05:53:41,Compliance Operations,Compliance Review,A manual override was requested for account S-204 after an automated compliance review validation failed.,Manual Override,High,In Review,Compliance Review Team,24,,28,12,Pending
OPS-01123,2025-07-04 10:44:04,Data Operations,Reconciliation,Validation found a discrepancy in reference data values between source records and the operational report for mandate NOVA.,Data Mismatch,Medium,Resolved,Reconciliation Team,48,71.3,11,4,Accepted
OPS-00285,2025-07-04 20:42:22,Data Operations,Client Request,Scheduled client request output has not completed because benchmark is still pending for account S-204.,Report Delay,Medium,Resolved,Client Service Team,52,47.4,16,5,Accepted
OPS-01117,2025-07-04 22:20:40,Compliance Operations,Compliance Review,Potential compliance threshold exception for fund RIVER requires analyst review before approval.,Policy Exception,High,Escalated,Compliance Review Team,20,,32,20,Rejected
OPS-00289,2025-07-05 03:29:52,Client Reporting,Reporting,Validation found a discrepancy in benchmark values between source records and the operational report for fund RIVER.,Data Mismatch,High,Open,Client Reporting Team,24,,28,9,Adjusted
OPS-00972,2025-07-05 07:17:51,Client Reporting,Reporting,Report delivery is at risk after a late upstream data refresh for mandate NOVA.,Report Delay,Medium,Resolved,Client Reporting Team,48,32.6,20,8,Accepted
OPS-00856,2025-07-05 12:14:29,Investment Operations,Trade Settlement,"Required account balance was not received for mandate NOVA, blocking trade settlement processing.",Missing Data,Low,Escalated,Settlement Operations Team,68,,13,8,Adjusted
OPS-00499,2025-07-05 16:44:43,Client Reporting,Reporting,Scheduled reporting output has not completed because valuation is still pending for portfolio ALPHA.,Report Delay,High,Resolved,Client Reporting Team,24,17.8,28,9,Adjusted
OPS-01192,2025-07-05 17:38:11,Client Reporting,Reporting,"Required account balance was not received for portfolio HORIZON, blocking reporting processing.",Missing Data,High,Resolved,Client Reporting Team,24,48.8,28,13,Accepted
OPS-00535,2025-07-06 01:24:09,Client Reporting,Reporting,Scheduled reporting output has not completed because account balance is still pending for account S-204.,Report Delay,Medium,Open,Client Reporting Team,48,,5,2,Pending
OPS-00912,2025-07-06 14:26:17,Investment Operations,Trade Settlement,Trade settlement is delayed because counterparty confirmation for portfolio ALPHA has not arrived.,Late Confirmation,High,Resolved,Settlement Operations Team,28,26.2,31,13,Accepted
OPS-00875,2025-07-06 17:04:39,Client Reporting,Client Request,Client reporting package for mandate NOVA is delayed due to missing benchmark data.,Report Delay,High,Resolved,Client Service Team,20,26.4,27,9,Accepted
OPS-01203,2025-07-06 22:01:12,Data Operations,Pricing Issue,mandate NOVA has inconsistent valuation information requiring comparison across input files.,Data Mismatch,High,In Review,Pricing Control Team,24,,41,17,Accepted
OPS-00323,2025-07-07 01:57:48,Data Operations,Data Quality,Analyst identified incomplete security identifier information in the data quality queue for portfolio HORIZON.,Missing Data,Low,Resolved,Data Quality Team,76,54.2,10,6,Rejected
OPS-00803,2025-07-07 03:48:33,Accounting Operations,Accounting Exception,fund RIVER has inconsistent benchmark information requiring comparison across input files.,Data Mismatch,Medium,Resolved,Accounting Control Team,48,20.8,12,7,Adjusted
OPS-00001,2025-07-07 07:51:53,Risk Operations,Trade Settlement,"Confirmation status remains pending for mandate NOVA, delaying the settlement workflow.",Late Confirmation,High,Open,Settlement Operations Team,24,,24,13,Accepted
OPS-00822,2025-07-07 22:18:28,Data Operations,Trade Settlement,Analyst identified incomplete valuation information in the trade settlement queue for account S-204.,Missing Data,Low,Open,Settlement Operations Team,72,,5,2,Pending
OPS-00921,2025-07-08 12:29:06,Investment Operations,Pricing Issue,Pricing Issue data mismatch detected between trade feed and custodian record for portfolio HORIZON.,Data Mismatch,High,Resolved,Pricing Control Team,28,23.4,33,12,Accepted
OPS-00905,2025-07-09 06:52:37,Data Operations,Reporting,Scheduled reporting output has not completed because reference data is still pending for fund ORION.,Report Delay,High,In Review,Client Reporting Team,28,,34,13,Accepted
OPS-00708,2025-07-09 07:29:06,Data Operations,Reconciliation,Reconciliation failed after a difference was detected between source system and accounting report for portfolio HORIZON.,Failed Reconciliation,Medium,Open,Reconciliation Team,52,,31,14,Pending
OPS-00117,2025-07-09 23:12:25,Client Reporting,Client Request,Analyst identified incomplete counterparty confirmation information in the client request queue for account S-204.,Missing Data,High,Open,Client Service Team,28,,23,12,Pending
OPS-00652,2025-07-10 02:56:19,Compliance Operations,Compliance Review,Compliance Review identified a policy exception involving account balance; human approval is required for account S-204.,Policy Exception,Critical,Escalated,Compliance Review Team,8,,40,23,Pending
OPS-00105,2025-07-10 12:00:20,Client Reporting,Client Request,Client Request data mismatch detected between pricing feed and control file for portfolio ALPHA.,Data Mismatch,Medium,In Review,Client Service Team,44,,11,5,Accepted
OPS-00290,2025-07-10 17:33:51,Risk Operations,Trade Settlement,Trade Settlement data mismatch detected between source system and accounting report for fund RIVER.,Data Mismatch,Medium,In Review,Settlement Operations Team,48,,12,6,Rejected
OPS-00420,2025-07-10 23:27:38,Client Reporting,Data Quality,Pricing review is required for fund ORION after a tolerance breach in the valuation feed.,Pricing Discrepancy,Medium,Resolved,Data Quality Team,48,45.6,36,15,Accepted
OPS-00488,2025-07-11 05:35:20,Accounting Operations,Accounting Exception,portfolio HORIZON has inconsistent benchmark information requiring comparison across input files.,Data Mismatch,Medium,Resolved,Accounting Control Team,52,34.0,17,7,Adjusted
OPS-01171,2025-07-11 05:52:44,Client Reporting,Reporting,"Required security identifier was not received for portfolio ALPHA, blocking reporting processing.",Missing Data,Critical,In Review,Client Reporting Team,4,,43,18,Accepted
OPS-00590,2025-07-11 16:14:32,Data Operations,Data Quality,Independent price verification found an unusual security identifier variance for fund ORION.,Pricing Discrepancy,Medium,Resolved,Data Quality Team,48,29.4,24,12,Accepted
OPS-00890,2025-07-12 02:42:54,Client Reporting,Reporting,Analyst identified incomplete reference data information in the reporting queue for mandate NOVA.,Missing Data,High,Resolved,Client Reporting Team,24,16.7,44,16,Accepted
OPS-01150,2025-07-12 04:47:31,Accounting Operations,Reconciliation,Reconciliation data mismatch detected between trade feed and custodian record for fund RIVER.,Data Mismatch,High,Escalated,Reconciliation Team,20,,21,13,Accepted
OPS-00152,2025-07-12 16:34:18,Client Reporting,Client Request,Analyst identified incomplete security identifier information in the client request queue for portfolio ALPHA.,Missing Data,Low,Open,Client Service Team,68,,19,7,Pending
OPS-00661,2025-07-12 19:23:16,Data Operations,Data Quality,Independent price verification found an unusual benchmark variance for fund ORION.,Pricing Discrepancy,High,Open,Data Quality Team,20,,44,23,Pending
OPS-00161,2025-07-12 22:01:31,Investment Operations,Accounting Exception,Unresolved reconciliation break in account balance requires source-system comparison for fund RIVER.,Failed Reconciliation,Critical,Open,Accounting Control Team,8,,49,20,Pending
OPS-00340,2025-07-12 22:11:54,Compliance Operations,Compliance Review,A manual override was requested for fund RIVER after an automated compliance review validation failed.,Manual Override,Medium,Escalated,Compliance Review Team,52,,26,11,Pending
OPS-00659,2025-07-12 22:33:09,Risk Operations,Pricing Issue,Pricing review is required for account S-204 after a tolerance breach in the valuation feed.,Pricing Discrepancy,High,Resolved,Pricing Control Team,20,18.5,38,23,Rejected
OPS-00964,2025-07-12 23:38:03,Client Reporting,Client Request,Client reporting package for account S-204 is delayed due to missing benchmark data.,Report Delay,Medium,In Review,Client Service Team,52,,13,7,Pending
OPS-01131,2025-07-13 00:10:49,Risk Operations,Compliance Review,Control check flagged portfolio HORIZON outside the configured policy threshold and needs documented review.,Policy Exception,Critical,Open,Compliance Review Team,8,,52,30,Pending
OPS-00051,2025-07-13 23:09:38,Risk Operations,Pricing Issue,Validation found a discrepancy in benchmark values between source records and the operational report for fund ORION.,Data Mismatch,Medium,Resolved,Pricing Control Team,52,76.4,19,10,Accepted
OPS-00543,2025-07-13 23:56:02,Client Reporting,Client Request,Exception workflow needs a reviewed override for portfolio ALPHA before processing can continue.,Manual Override,Medium,Resolved,Client Service Team,44,26.1,21,8,Accepted
OPS-00425,2025-07-13 23:58:53,Accounting Operations,Reconciliation,Analyst identified incomplete security identifier information in the reconciliation queue for fund ORION.,Missing Data,Medium,Escalated,Reconciliation Team,52,,14,8,Accepted
OPS-01056,2025-07-14 14:20:28,Investment Operations,Reconciliation,Validation found a discrepancy in reference data values between source records and the operational report for account S-204.,Data Mismatch,Medium,Resolved,Reconciliation Team,48,40.9,25,11,Accepted
OPS-00820,2025-07-14 20:19:25,Accounting Operations,Reconciliation,NAV reconciliation difference detected between source data and the accounting report for portfolio HORIZON.,Failed Reconciliation,Low,Resolved,Reconciliation Team,72,44.3,15,8,Accepted
OPS-00074,2025-07-14 21:20:10,Investment Operations,Pricing Issue,Analyst identified incomplete security identifier information in the pricing issue queue for account S-204.,Missing Data,Medium,Resolved,Pricing Control Team,52,26.8,17,9,Adjusted
OPS-00058,2025-07-14 23:18:56,Investment Operations,Trade Settlement,A manual override was requested for fund ORION after an automated trade settlement validation failed.,Manual Override,Low,Resolved,Settlement Operations Team,72,58.7,20,8,Accepted
OPS-00765,2025-07-15 09:38:32,Accounting Operations,Accounting Exception,NAV reconciliation difference detected between source data and the accounting report for portfolio HORIZON.,Failed Reconciliation,High,In Review,Accounting Control Team,24,,37,21,Accepted
OPS-00677,2025-07-15 10:55:41,Data Operations,Data Quality,"Required benchmark was not received for portfolio ALPHA, blocking data quality processing.",Missing Data,Medium,Resolved,Data Quality Team,44,14.2,16,7,Accepted
OPS-00860,2025-07-15 12:31:11,Investment Operations,Trade Settlement,Analyst requested an approved manual adjustment to reference data for fund RIVER.,Manual Override,High,Resolved,Settlement Operations Team,20,15.5,24,8,Rejected
OPS-00115,2025-07-15 19:38:03,Accounting Operations,Accounting Exception,account S-204 has inconsistent security identifier information requiring comparison across input files.,Data Mismatch,High,Resolved,Accounting Control Team,24,22.2,27,10,Accepted
OPS-00025,2025-07-15 19:51:32,Compliance Operations,Compliance Review,Compliance Review identified a policy exception involving benchmark; human approval is required for fund RIVER.,Policy Exception,High,Resolved,Compliance Review Team,20,9.5,40,23,Adjusted
